,year,name,fpop0_4,fpop5_9,fpop10_14,fpop15_19,fpop20_24,fpop25_29,fpop30_34,fpop35_39,fpop40_44,fpop45_49,fpop50_54,fpop55_59,fpop60_64,fpop65_69,fpop70_74,fpop75_79,fpop80_84,fpop85_89,fpop90_94,fpop95_99,fpop100_,mpop0_4,mpop5_9,mpop10_14,mpop15_19,mpop20_24,mpop25_29,mpop30_34,mpop35_39,mpop40_44,mpop45_49,mpop50_54,mpop55_59,mpop60_64,mpop65_69,mpop70_74,mpop75_79,mpop80_84,mpop85_89,mpop90_94,mpop95_99,mpop100_
106,2020,Comoros,48379,51823,54746,50010,40359,33696,30440,28189,23528,21953,14078,11798,9557,7776,5878,3806,1998,794,201,31,2,48649,51804,54268,48383,37514,30614,27620,25485,20858,20149,13377,10204,7528,6003,4779,3181,1783,682,149,21,1
107,2020,Saint Kitts and Nevis,1717,1804,1798,1787,1952,1878,1948,2010,1980,1845,1793,1828,1659,1078,645,463,326,210,107,32,7,1755,1832,1751,1716,1777,1899,1995,2063,2106,1956,1962,1938,1584,1101,637,400,249,140,54,15,2
108,2020,"Korea, North",875802,846471,845953,905775,967061,1014712,928687,857691,780716,988563,1059875,814582,695774,396207,481539,372779,242256,103731,28048,4100,243,919371,880573,873275,927674,974012,1037137,959283,875888,781849,972916,1046113,772904,605021,307115,301434,171969,68997,13956,1582,94,3
109,2020,"Korea, South",875668,1093388,1093360,1198541,1571443,1690436,1544518,1857709,1855437,2102832,2069905,2136737,1956875,1407823,1073655,867032,685614,409465,174043,53161,9886,921407,1151844,1162580,1301304,1735299,1970724,1780381,2086301,2068059,2094181,2070516,2044481,1887537,1304982,932204,636794,424363,203390,58743,13026,1530
110,2020,Kuwait,128826,117039,102448,90506,112035,129180,128036,112092,91103,68595,54883,41526,30872,21090,13442,7767,4201,1729,522,105,13,138062,127983,112165,97032,148221,214739,219026,195102,158595,114844,83561,56844,34280,17993,10103,6022,3153,1179,306,46,5
111,2020,Cayman Islands,1872,1809,1759,1782,1882,2101,2018,2140,2149,2374,2360,2517,2272,1835,1210,798,507,276,111,28,4,1900,1835,1775,1786,1875,2015,1955,1993,2100,2154,2275,2367,2051,1594,1120,689,413,181,57,11,2
112,2020,Kazakhstan,837384,897067,808199,609823,601530,764900,837356,727350,625136,622718,524645,584515,519064,398750,244030,149032,165419,50369,31485,5782,739,780257,835206,815121,637942,623889,784403,834098,718582,602784,532778,485819,469139,389233,270508,145277,75700,65913,10721,2457,103,3
113,2020,Laos,394831,381040,376446,391596,378205,348238,303543,251878,210624,177030,153192,118006,103847,66635,47012,32335,16843,6736,1628,206,14,404934,389482,383656,392874,370741,342465,296651,253904,200810,174299,142530,110591,98251,60658,40773,23508,12174,4281,873,90,5
114,2020,Lebanon,164207,185293,202271,200947,199968,212298,229962,231304,215829,197279,170950,152482,123684,90227,54782,46518,34973,15756,4457,689,44,172067,194516,211826,209892,207427,222465,236610,240504,224217,198648,174353,141254,109759,70888,35683,35433,29771,11214,2700,348,19
115,2020,Saint Lucia,5052,5121,5272,5263,5882,6121,6015,6257,5972,6246,6188,5622,4463,3688,2648,1993,1572,1134,601,207,48,5348,5445,5616,5542,5926,6142,5540,5748,5616,5726,5604,4858,3742,3201,2286,1723,1356,851,375,110,21
116,2020,Liechtenstein,890,896,903,989,1191,1201,1177,1248,1251,1400,1596,1552,1377,1181,1008,809,470,297,149,62,11,1115,1116,1028,1095,1144,1189,1263,1283,1248,1351,1540,1435,1281,1095,978,692,362,175,66,21,2
117,2020,Sri Lanka,819163,870096,902638,861129,774775,812143,791963,873423,846334,747861,718087,675591,615406,487627,385527,246949,158661,90138,34650,7536,888,850708,904168,941205,898691,801703,827958,797830,859078,815245,688398,652774,592239,519570,391533,291055,169089,102885,49675,17787,3238,342
118,2020,Liberia,412426,358370,316956,273191,242942,171837,175975,152991,117937,88104,67773,49452,36778,26942,20280,14064,7958,3263,821,108,8,421525,366228,323603,275565,240572,166112,166741,145028,113044,87728,69329,51146,38005,27699,20096,12942,6623,2341,496,52,3
119,2020,Lesotho,119253,122077,121840,110476,97594,89741,82485,72896,59117,42148,36570,35004,31321,24612,19457,14522,9955,4614,1188,158,11,121134,123455,123054,112149,99805,93613,88750,79165,61931,40818,31145,26352,21857,16608,12385,7852,4609,1972,448,51,3
120,2020,Lithuania,66470,69496,67802,64372,71526,81581,89546,85292,83656,96847,101213,116154,112838,91946,81422,74838,62592,36334,10445,1691,9304,70277,73409,70992,67897,77662,88533,94451,87082,80502,88759,91216,98298,85624,61449,46831,37141,25718,12896,3660,613,1441
121,2020,Luxembourg,17409,16769,16825,17000,19059,21749,23649,23318,22553,21707,21559,20156,17203,14402,11865,9235,7537,5197,2995,1294,472,18528,17908,17662,17833,20115,22843,24216,24510,23863,22738,23388,21737,17569,14108,11327,7757,5404,3108,1616,378,54
122,2020,Latvia,44880,46190,49188,42864,39298,53954,67701,62665,60758,67812,67297,77474,75318,66294,57251,54546,45194,22953,8708,1551,116,47366,49177,51781,45102,42448,58176,71251,64823,59328,64253,63656,66497,58998,45283,32162,25830,17355,6324,1270,90,4
123,2020,Libya,394304,400943,338877,269211,244518,237614,258397,258526,247321,208314,162921,113798,79766,55359,42860,24728,15841,7803,2479,416,36,412532,418295,353958,280464,253782,250698,284607,295637,277615,218772,164152,113402,73522,44793,38749,24319,13795,5845,1458,195,15
124,2020,Morocco,1553450,1585271,1567188,1509327,1421318,1377362,1403072,1336551,1183160,1073356,952864,847904,701867,503489,330586,239590,148819,61861,15665,2168,146,1622989,1654082,1624325,1535016,1418656,1361638,1374332,1294540,1144164,1039754,913625,821727,713358,517891,317747,207875,120938,48213,11438,1398,85
125,2020,Monaco,478,486,614,681,695,649,688,670,765,1015,1172,1195,1173,1118,1164,1164,895,582,360,280,166,506,506,632,744,716,714,750,674,728,938,1116,1187,1181,1083,1097,956,705,446,226,116,35
126,2020,Moldova,93160,104153,100994,89048,93390,114129,142634,133317,117507,109061,96298,118942,122143,102703,68402,45048,39760,19150,7386,1250,76,98705,110395,107580,96079,100810,122840,149989,140327,122198,111009,90975,101987,103092,82174,49807,26659,18892,6433,1567,137,6
127,2020,Montenegro,17774,17391,18052,18522,19199,18047,19856,21248,21188,20853,20275,21039,20652,18826,14866,9389,7292,2936,1379,495,96,18529,18874,19998,20023,20199,19143,20375,20957,20588,19457,19861,20345,19758,16877,11428,6397,4517,1791,935,307,52
128,2020,Saint Martin,1315,1554,1323,827,871,1238,1618,1626,1410,1108,838,774,740,606,447,298,188,94,41,12,3,1324,1523,1293,805,838,1224,1664,1497,1149,908,758,701,630,508,372,231,124,57,19,4,0
129,2020,Madagascar,1853278,1723925,1569904,1401050,1275269,1129099,938237,770971,636643,521741,448010,355203,277226,208345,147136,88841,48251,20729,5361,730,49,1894533,1758054,1600975,1426150,1286230,1128236,945519,778952,638688,517994,447739,352118,266260,184491,124012,70927,37291,15907,3996,541,35
130,2020,Marshall Islands,4187,4145,4137,3824,3458,2558,3249,3061,2128,1712,1552,1282,1083,844,518,290,148,65,21,4,1,4356,4296,4292,3964,3575,2631,3362,3163,2352,1859,1489,1211,1083,878,521,263,122,44,11,2,0
131,2020,North Macedonia,54964,55803,55137,59466,70305,74667,79489,82510,80436,75761,72344,69956,65559,59464,45943,31612,20535,9311,2003,267,14,58514,60034,58907,63109,76149,79391,83511,85071,82854,76907,72541,68420,63047,53091,36084,23025,13647,5007,586,22,0
132,2020,Mali,1789021,1551207,1296102,1071551,874031,730809,610829,505504,414466,305325,239898,191769,160401,115177,82555,55070,30076,11262,2863,374,23,1819680,1572725,1296354,1011233,757540,593648,486519,416461,367026,289031,242881,205071,162639,116645,83811,54608,26948,9301,2010,226,11
133,2020,Burma,2311336,2430008,2421247,2359074,2409667,2399249,2251816,2257924,2034854,1778942,1617036,1375257,1103849,778294,519515,348091,191567,76196,19513,2639,175,2433268,2554142,2524020,2430302,2422502,2337275,2134854,2155549,1962759,1725912,1551667,1240496,944421,645300,411415,255560,127281,44963,9952,1126,62
134,2020,Mongolia,136601,149367,132340,111193,122249,136808,157915,132720,119147,103469,90316,80212,59190,35777,21630,15737,9901,5486,1796,319,32,142399,155425,137484,115156,124373,134601,151449,123004,108854,96146,80567,67947,47822,27109,14986,10301,5719,2418,601,77,5
135,2020,Macau,15266,14995,14016,14359,15921,23258,29452,32513,29216,24255,28151,24448,21047,15419,9715,6094,4451,3328,1708,565,219,15968,15672,15246,16386,17409,23199,23850,19856,19747,22780,25199,23923,21259,15097,9067,5381,3398,2105,966,340,51
136,2020,Northern Mariana Islands,1737,1790,2437,2126,1775,1542,904,1000,1658,2029,2262,1854,1470,905,477,201,93,52,17,2,0,2012,2082,2875,2586,1978,1760,1142,1074,1496,2074,2467,2200,1767,1050,591,210,112,35,8,1,0
137,2020,Mauritania,264689,247046,229518,209714,190602,170063,150762,131254,110949,89781,75301,60946,47898,36679,26594,17105,9197,3589,881,120,7,268604,249068,228949,204807,180501,155424,133827,113330,93996,74550,62162,51501,38771,28582,20046,11805,5861,2084,443,50,3
138,2020,Montserrat,135,142,135,179,345,182,196,264,267,215,188,164,116,74,35,25,19,4,0,0,0,145,148,145,190,389,176,182,256,233,204,166,148,97,55,48,41,28,17,5,0,1
139,2020,Malta,11183,10536,10103,10235,12576,14874,16497,16260,15855,14266,12518,14091,15272,14114,14910,9891,6888,4310,1910,590,140,11653,11410,10868,10810,13635,16861,18173,17713,16817,15190,12934,14384,15158,13794,13797,8373,5075,2415,915,233,43
140,2020,Mauritius,42430,43633,44717,47076,48259,52992,47540,51535,54458,44362,46252,47970,41198,34060,24099,14338,9383,4977,2039,484,46,44333,45559,46652,49064,49312,53814,49043,52192,53955,43886,44745,44804,36307,28154,17856,9123,5119,2238,678,109,7
141,2020,Maldives,14648,13869,13115,13188,16457,20104,19760,15891,11911,10496,9392,8120,6146,3433,2488,2278,1492,707,228,43,4,15259,14413,13617,15689,22030,26097,24592,19197,14254,11079,9284,7663,5451,2828,2029,1844,1217,588,174,27,2
142,2020,Malawi,1388127,1369775,1315029,1119966,958901,818374,668690,557993,446860,355197,289981,232140,180799,140405,107649,76219,46003,21131,6058,893,55,1382295,1344944,1285029,1087722,925586,783852,640379,536806,432417,335898,268304,211471,163332,125709,91669,60090,31911,12127,2798,329,16
143,2020,Mexico,5475736,5453824,5421830,5408641,5370562,5254221,5047625,4668401,4430459,4185327,3677180,3189024,2610853,1888032,1405962,1030994,677386,347219,123510,23836,2413,5737250,5715070,5660254,5614665,5485849,5256183,4946340,4389951,4014759,3818876,3229006,2707533,2181789,1553609,1152981,829127,514234,246366,78679,13947,1494
144,2020,Malaysia,1223112,1263178,1236686,1340431,1482923,1469037,1376594,1263968,1083494,944156,857094,765786,639202,489039,330180,214573,124426,59322,18879,3874,462,1303084,1337127,1301670,1398153,1559374,1558676,1491987,1385523,1173173,999715,882721,780028,638449,475757,315316,189291,101966,55319,22492,6582,1194
145,2020,Mozambique,2551962,2295109,1919073,1616748,1378180,1156111,987107,841583,668247,525707,385275,287595,221836,172675,125769,83975,45680,17398,3843,410,21,2621102,2360892,1968573,1640165,1357365,1067456,856466,709212,548754,434937,332259,268009,217444,166958,122245,80907,42256,15067,3053,298,12
146,2020,Namibia,160461,155920,147872,139652,126217,116853,99977,86625,72425,59546,48375,39779,28835,20811,15303,11103,7573,3387,680,87,5,164247,158999,150487,141953,125145,112840,93900,80299,67196,54530,40369,31673,22914,16854,11981,7905,4664,1801,349,38,2
147,2020,New Caledonia,10128,10224,10396,10703,11430,11625,10865,10474,10365,10150,9308,7574,6061,5150,4196,3105,2038,1065,408,108,18,10592,10664,10859,11168,11948,12041,11185,10649,10454,10261,9326,7241,5504,4681,3656,2378,1304,546,156,27,2
148,2020,Niger,2263701,1853244,1587160,1305717,1000709,746367,591940,487654,394926,310860,253588,206603,159112,117414,89751,61846,33305,13109,3678,491,29,2308391,1886407,1598767,1281521,965857,707005,552422,444327,361239,284309,234524,200870,157838,113322,83284,56074,28943,10424,2565,306,16
149,2020,Nigeria,16046753,14415723,13194808,11721120,9637259,7734218,6718185,5948355,5014733,4037314,3233670,2552577,1961687,1501110,1085778,672315,331557,115549,24599,2745,149,16806943,15039921,13710664,12121512,9891342,7850577,6751991,5944242,5013835,4044325,3203941,2475862,1851983,1374970,979963,593642,274821,87330,16645,1637,78
150,2020,Nicaragua,250354,252614,267258,291770,307878,323358,267608,241987,206624,176636,157535,127774,96055,73933,53211,37460,22794,10905,3388,510,31,261287,263813,278121,299392,310012,318947,250987,217194,182286,152294,132007,107718,81876,61845,42872,29699,17168,6878,1751,216,10
151,2020,Netherlands,454830,448466,455537,494480,514258,546430,542554,511359,503365,575653,634578,623656,566895,508489,493485,340089,249662,162075,78662,24402,3702,477598,470960,476797,516668,532407,559835,551755,517882,503611,565659,636751,623706,555821,489120,458909,290344,180289,91224,33243,7828,967
152,2020,Norway,161238,158542,158880,153365,167343,184004,188852,174445,166860,181182,182176,165053,153742,139652,133102,96760,64972,42924,23062,7442,1142,169465,166093,167194,161405,175196,193468,200594,190632,182432,191881,191795,172664,156649,138801,127909,86019,48913,25722,10834,2673,310
153,2020,Nepal,1314407,1370053,1421776,1511743,1592422,1499544,1274230,1071994,946936,831424,694523,579614,464760,352867,241122,148016,80348,30012,6799,908,53,1388513,1444770,1502298,1560895,1598250,1447747,1085574,845809,779859,728818,583370,506887,430204,344335,235569,148214,76506,27455,5965,702,35
154,2020,Nauru,512,515,448,452,375,341,477,427,309,251,238,221,172,128,55,18,9,1,1,0,0,535,537,453,383,384,380,499,442,329,242,216,158,102,75,28,8,6,1,0,0,0
155,2020,New Zealand,151317,156874,161666,150353,157775,175473,179436,160039,146392,152757,158480,159285,142466,121015,104759,74911,52193,31932,16495,4910,622,159906,165821,171076,158413,169909,182905,177902,162678,148794,163853,160710,151027,135012,113660,98289,67306,43313,23246,9962,2200,202
156,2020,Oman,197648,180522,150483,142245,155966,164400,157765,146576,112294,69939,48982,37749,31443,25805,19741,13622,7350,3128,1004,199,20,206997,189423,158605,150949,178225,209423,211190,194605,150170,98249,66999,45749,32650,24124,18057,12307,6699,2692,713,108,8
157,2020,Panama,159266,159615,162722,157647,158849,148195,140379,130105,127727,119121,108947,93578,74341,61257,48959,36528,23240,13073,5815,1679,290,165954,166286,169535,164046,164909,152773,146403,134304,130619,119829,109850,93525,72247,57706,44189,30934,17516,8016,2572,499,56
158,2020,Peru,1309326,1326115,1329112,1334472,1399534,1441548,1283659,1138980,1075258,992607,883042,762172,621975,494979,365680,255948,158917,73219,21482,3532,290,1360430,1374350,1371363,1358664,1395561,1402409,1206086,1031382,960220,887803,797243,698042,576194,461938,335732,225791,130403,53721,13536,1863,132
159,2020,French Polynesia,10126,10287,10447,10445,10286,11497,12083,10878,9688,9698,9597,8253,6624,5086,3579,2580,1605,818,290,72,13,10593,10806,11191,11348,11182,12182,12543,11127,10211,10324,10297,8746,6973,5152,3520,2473,1420,633,184,30,4
160,2020,Papua New Guinea,381530,376266,372877,364188,340814,301844,260312,225144,230559,186853,146056,116620,92881,74276,51629,29221,16961,5983,1427,174,10,395704,388635,384491,374784,349640,308653,266581,232598,241014,200084,164486,129922,95162,70653,49914,30562,15102,5458,1337,164,8
161,2020,Philippines,5908873,5770762,5638091,5338597,4903911,4361169,3950944,3605329,3177082,2644420,2288823,1978227,1659671,1296431,848910,546586,305600,123517,31306,4435,322,6164275,6012381,5868814,5555306,5125635,4603021,4191677,3774421,3304883,2700455,2206222,1771526,1348113,961285,608268,354171,166267,56081,11074,1226,73
162,2020,Pakistan,14519451,13804574,12739800,11582623,10369986,9250976,8120421,6942780,5879928,4914229,4345426,3544130,2895546,2163936,1522533,1063965,582519,213954,45858,5314,296,15123307,14389612,13304891,12190381,10931940,9731846,8517895,7306468,6217404,5244404,4594299,3684335,2858990,1993790,1302341,872807,460323,160523,33318,3818,219
163,2020,Poland,869369,936219,948931,861810,962032,1191392,1373611,1616861,1534400,1353108,1135461,1221659,1456713,1393387,1082641,638951,574315,372961,172088,46722,5832,920124,992721,1003080,911756,1017050,1246088,1423362,1659415,1563584,1365013,1126034,1145089,1279274,1124133,785927,392762,295531,172912,75505,19815,2654
164,2020,Saint Pierre and Miquelon,98,129,146,127,97,93,115,171,200,258,260,206,179,180,174,133,90,68,29,11,2,104,135,157,140,106,93,104,154,181,228,279,223,184,183,144,93,67,28,12,3,0
165,2020,Puerto Rico,60896,73918,87080,94648,105713,108845,99859,97167,106363,106655,111133,118232,115197,107841,102478,78695,54254,33007,14927,4836,771,63859,76636,90720,99560,107446,106643,92466,84374,93903,96070,98084,100206,97308,88868,82675,61237,39060,19591,7153,1781,255
166,2020,Portugal,207271,216788,252081,271637,275478,275950,299609,353796,420319,429048,386047,374964,356486,331824,301180,240969,196307,133156,66304,20791,3585,217468,226808,265003,288966,291108,282763,297358,350060,413294,411049,355158,322834,293117,264499,226466,161431,112172,62674,25288,6329,848
167,2020,Palau,561,563,747,887,821,838,667,474,441,616,805,804,674,538,332,265,201,104,35,7,0,598,616,778,871,847,1102,1075,1019,988,1008,828,582,330,215,115,75,60,33,10,1,1
168,2020,Paraguay,274941,265196,278282,297791,331268,340088,307304,262638,228960,211010,181644,159302,139587,104286,77255,57949,35612,20066,8411,1999,243,285621,274609,286580,303152,333378,339919,305990,261608,229079,211852,187336,166156,143724,105769,73811,50688,27646,12989,4344,779,68
169,2020,Qatar,56369,52849,46503,39425,44831,64677,76932,65150,40774,24086,16043,11728,8025,4882,2518,1425,810,360,103,21,3,57684,54220,47111,57977,145682,256802,326195,329516,265863,172645,89763,43150,23858,11839,4650,1643,747,257,54,9,0
170,2020,Romania,454340,488847,514341,516301,552399,596183,825045,790301,923915,860498,866954,596112,730952,700191,542109,385717,337305,181284,65204,13125,1000,480025,516138,542420,545122,582026,628465,860574,827771,961444,870053,848389,552927,627186,556676,395081,248057,192388,95993,31451,5557,379
171,2020,Serbia,152601,159907,165699,186481,188243,210185,228566,249302,254779,249216,237809,244425,252928,267166,202207,134063,112059,66265,23606,4495,308,162147,169859,176113,199022,200451,221596,239289,253318,258896,250305,236783,235971,229539,228325,152501,88772,66150,35415,11002,1776,124
172,2020,Russia,3725131,4193631,3973664,3434564,3166657,4012568,6046936,6038299,5525644,5106076,4657063,5700621,5847582,5058355,3533737,2126353,2495929,1163083,634394,131453,17335,3939662,4430840,4192893,3611164,3309366,4158083,6097386,5902988,5240891,4798840,4211359,4658735,4227398,3153330,1873646,899586,837588,304041,129431,19073,2831
173,2020,Rwanda,863554,856177,792654,679159,594919,493689,525660,443003,325713,229043,184022,163795,134371,91503,53645,31514,16820,6490,1529,196,12,883927,873686,805806,685441,595419,484256,497282,400561,277006,188667,153858,137955,103510,68918,35743,16965,8830,3368,729,85,5
174,2020,Saudi Arabia,1272371,1443347,1463961,1320159,1194893,1301363,1377082,1355630,1196210,956339,619178,449456,331070,226728,157895,105564,58815,25892,7879,1234,107,1322951,1491019,1533843,1408646,1332951,1553595,1814792,2166982,2173617,1606983,1038869,740711,516667,295675,160125,114141,56669,22549,6779,938,68
175,2020,Solomon Islands,36942,35620,34870,33553,31201,28080,24787,21931,20384,17527,13058,9528,7437,5983,4563,3222,2010,989,352,75,10,38829,37730,37009,35559,32952,29445,25741,22578,20941,18078,14006,10422,7798,5521,4121,2995,1702,705,203,33,4
176,2020,Seychelles,2993,2921,2866,2801,2791,3327,3618,3825,3843,3686,3520,3154,2301,1426,1065,825,693,403,155,37,5,3116,3109,3032,3061,3209,3797,4268,4567,4516,4335,3698,3147,2391,1392,915,514,275,105,22,2,0
177,2020,Sudan,3403061,3076446,2920243,2648998,2037733,1613798,1417408,1234286,1066718,908505,747025,544374,381849,264545,173793,110800,65579,28933,8327,1322,107,3527662,3173166,3006188,2708045,2145166,1697564,1415573,1109435,889416,810571,714873,549892,409278,292923,197888,127738,73638,31378,8527,1233,92
178,2020,Sweden,296912,292240,286948,265734,265664,342191,352666,314958,304791,320743,324866,320465,283841,272042,279489,246951,157063,97236,50389,15577,2754,313861,308435,304029,285051,282862,355320,360591,326687,314236,327591,330625,327394,283666,266536,264712,226691,126265,62088,21489,3615,291
179,2020,Singapore,137034,147042,151520,170820,210411,228868,231594,258366,226024,225836,206783,184379,163133,128143,96147,54450,42334,26604,14065,5372,1950,144893,157121,164230,187740,231258,253238,239912,242127,216546,209098,193113,181510,161000,123707,87391,44344,31157,18035,8920,3162,908
180,2020,"Saint Helena, Ascension, and Tristan da Cunha",181,193,212,228,235,222,225,267,295,339,360,271,244,215,168,118,72,48,25,7,1,189,200,219,236,243,230,226,264,278,352,339,249,260,237,204,144,68,31,7,1,0
181,2020,Slovenia,48051,52596,51321,44956,46355,51597,62473,70595,75566,71938,74268,75927,73934,72220,57204,45815,37319,25470,11752,3319,372,50005,55669,54463,47984,50225,56109,69840,80623,86509,79701,77063,76213,72500,68192,49580,34529,23359,11860,4133,773,74
182,2020,Slovakia,125831,136718,137577,127676,139149,171910,195538,203945,223493,215542,188547,183157,190940,183621,140871,100543,70296,40418,18379,5382,686,134315,144471,144318,133016,147259,181386,204462,224069,235162,209519,173900,173534,168205,148436,98507,57980,33929,17895,7138,1854,234
183,2020,Sierra Leone,514343,454466,403363,342446,293182,263055,235132,192176,159677,139362,128615,82335,55987,55172,44358,28271,14256,4626,966,103,7,518063,452618,399404,332791,276307,243748,217331,177849,147519,126097,112060,73965,50167,40875,30110,19546,9647,3137,632,67,3
184,2020,San Marino,738,801,843,907,985,967,946,1060,1260,1345,1509,1450,1088,929,888,705,570,411,203,79,12,806,875,974,1038,1048,903,848,954,1069,1200,1340,1310,1072,901,803,587,434,252,103,30,4
185,2020,Senegal,1137100,1042247,958804,854871,746197,656878,573316,486165,395238,322823,272076,219315,165670,118269,79633,49361,26238,10423,2632,363,25,1152449,1050006,962974,856246,736674,626408,517838,412842,319911,251916,209239,164987,122856,89770,62317,38847,20032,7318,1614,190,11
186,2020,Somalia,956732,820427,721239,635380,526822,411347,382996,307649,256054,218950,189022,154078,116209,69978,45785,31324,16025,5696,1249,145,10,962881,813924,711365,631431,538447,436531,400048,311250,255516,269206,225290,168055,116089,53082,27996,17718,8837,3075,590,76,5
187,2020,Suriname,22089,22780,24493,25159,26156,23372,24216,26083,18910,19578,19498,16232,10977,8292,5585,4026,2915,1444,468,92,9,22922,23601,25397,26135,27146,24362,25451,27512,19968,20087,19486,16136,10510,7411,4457,2957,1992,880,255,43,3
188,2020,South Sudan,815389,707905,629263,618172,476398,370206,319390,297277,244016,195392,150780,106989,79582,46814,33139,20065,9039,3688,932,137,116,848768,740547,649087,618796,534311,433263,336635,292171,237554,198594,164193,130204,98671,60635,44521,27932,13567,5390,1200,157,99
189,2020,Sao Tome and Principe,14245,13477,13264,12309,10106,7729,6970,6321,5601,4224,3031,2745,2017,1393,852,591,442,194,58,9,2,14621,13923,13734,12688,10334,7806,6837,6030,5348,4039,2930,2462,1686,1074,650,436,360,147,37,6,0
190,2020,El Salvador,286637,270100,260106,282248,318172,309643,267986,235013,217161,196652,177724,151061,119710,95222,72440,52744,33511,17062,5880,1075,98,299964,283062,273466,294996,324294,302756,247601,208187,185791,152992,123862,108063,90204,74591,58732,41542,24656,11598,3589,572,47
191,2020,Sint Maarten,1331,1299,1303,1236,1611,1623,1290,883,1115,1655,2165,2270,1767,1315,765,367,168,67,24,7,0,1421,1402,1420,1366,1601,1557,1256,892,1112,1594,2023,2047,1607,1177,733,330,141,42,7,2,0
192,2020,Syria,1120763,1064554,982215,927624,951919,784455,760897,728985,561116,451369,392793,315200,219012,161969,130314,94392,46834,19711,5326,791,59,1183728,1114066,1022178,958486,914403,762393,745891,702379,535752,431386,380465,305058,211175,151007,120175,78299,36902,14393,3517,475,34
193,2020,Eswatini,62276,62438,60681,56293,52478,59513,56092,44014,31994,22995,18910,15274,12419,10063,7635,4885,2648,1008,230,27,1,63256,62673,59371,52448,45829,51691,48417,38547,28951,20036,15153,11508,9045,6476,4551,2837,1392,482,93,8,0
194,2020,Turks and Caicos Islands,1980,2033,1846,1756,1926,2243,2432,2919,2894,2441,1711,1294,794,517,345,293,213,116,65,19,4,2063,2115,1905,1788,1893,2099,2245,2913,2995,2608,1883,1426,898,607,303,248,131,91,33,9,1
195,2020,Chad,1513652,1309821,1130330,935040,725468,599250,570451,415175,308476,263031,215035,172122,134353,99683,67709,39140,18460,6440,1459,186,12,1554081,1340301,1155665,950103,726038,590188,550220,406012,286618,215529,159615,132428,107207,77334,51243,29173,13372,4451,958,117,8
196,2020,Togo,589727,530612,465245,396323,337858,322889,306923,251168,209487,166997,134110,109713,89620,71169,53891,36450,20031,8359,2215,307,20,606872,545524,474858,398991,332547,313575,289062,233148,194826,155674,122318,95454,74126,55953,39470,24323,11672,4050,861,94,5
197,2020,Thailand,1774558,1866608,1966523,2056898,2279042,2463774,2313296,2605672,2766994,2801964,2836929,2629691,2270278,1698582,1215938,857287,610663,325674,111539,19514,1749,1866616,1961174,2061804,2139845,2333807,2478180,2277279,2530594,2695833,2613920,2597925,2362229,2011588,1469748,1022113,679288,439782,206242,61265,8878,643
198,2020,Tajikistan,459203,460156,438689,399938,391774,395808,402238,327226,262094,228014,196148,174671,126797,84250,42362,28596,23107,10229,2339,226,7,476873,476932,454201,412985,403686,405080,407373,327985,258968,218365,173727,150265,105581,64764,31850,21170,12461,3703,529,26,0
199,2020,Timor-Leste,99386,89588,78812,74258,64192,55151,46802,39127,25038,27468,25369,21696,15711,11299,8997,5412,2503,838,210,19,0,105219,94790,83322,77460,65246,52746,41508,33464,24129,28064,22612,19595,15524,11993,7511,4963,2214,584,116,11,1
200,2020,Turkmenistan,237268,228325,217224,215201,234930,266270,259694,216591,182890,160765,140195,140526,114209,76417,43539,20964,20784,8008,2859,421,32,244493,234147,221875,218771,237330,267917,259759,215311,179739,158180,138047,125262,100366,63813,34981,16412,13533,4368,1164,99,5
201,2020,Tunisia,484885,517726,428815,373976,371878,448563,483309,481172,432687,373933,357386,325123,274600,209561,137896,94542,62405,31361,8136,1271,89,514399,553778,458964,391747,374658,429071,456501,453301,412940,360603,334699,315460,273321,204099,124169,80754,51170,23861,5817,779,53
202,2020,Tonga,5393,5530,5685,5344,4809,4066,3522,3155,2585,2564,2912,1793,1435,1312,1067,752,553,264,84,15,2,5542,5682,5915,5636,5012,4107,3408,2952,2534,2648,3080,1899,1473,1169,865,617,397,175,49,6,2
203,2020,Turkey,2967001,3129106,3233410,3196264,3076900,3018457,3107602,3307883,3027956,2715210,2361115,2119705,1725093,1379784,982794,666079,446474,224962,75948,10473,723,3105755,3278083,3392433,3355709,3214253,3123182,3207127,3416220,3095831,2764257,2411780,2101727,1684801,1288388,865178,503486,272885,123329,28619,3080,150
204,2020,Trinidad and Tobago,36333,38820,37436,34281,31936,35753,48061,53697,43373,36297,38816,46845,38866,29657,22173,15286,9674,4921,1962,462,65,37285,40074,39104,36544,35216,38985,52245,58885,47951,40427,41010,47527,38185,27277,18985,11115,5808,2146,592,94,8
205,2020,Tuvalu,601,539,475,456,506,515,433,341,314,198,263,348,269,226,121,65,45,18,3,2,0,630,564,501,488,548,578,555,392,223,164,246,250,178,138,73,49,24,9,2,0,0
206,2020,Taiwan,462081,496241,471628,587239,739497,787567,802433,960170,989254,885413,914686,925056,852816,733345,458090,344132,265835,156610,65956,14408,1349,490085,528041,501990,624222,778793,825730,817646,963739,984407,864351,891279,888868,797057,663991,397619,273205,188585,110288,49860,8813,661
207,2020,Tanzania,4756102,4228573,3678928,3177184,2703956,2290221,1955133,1673106,1440227,1156747,841740,664429,563361,445409,311474,195247,106293,42028,9811,1230,84,4867164,4315110,3746265,3227009,2730195,2297490,1951189,1657422,1422062,1137150,851852,633330,453932,323557,236185,154479,79813,29590,6673,812,50
